,Time,year_month,week,hour,unit,block,gfa,usage,Value
0,2023-04-01 00:00:00,2023-04,13,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.140907048174892
1,2023-04-01 01:00:00,2023-04,13,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1691879821732659
2,2023-04-01 02:00:00,2023-04,13,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.178812686742763
3,2023-04-01 03:00:00,2023-04,13,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0563382080970163
4,2023-04-01 04:00:00,2023-04,13,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0610419551164247
5,2023-04-01 05:00:00,2023-04,13,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.035159277701285
6,2023-04-01 06:00:00,2023-04,13,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1016389114151212
7,2023-04-01 07:00:00,2023-04,13,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1750150773926946
8,2023-04-01 08:00:00,2023-04,13,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.141076544927235
9,2023-04-01 09:00:00,2023-04,13,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1105888877339583
10,2023-04-01 10:00:00,2023-04,13,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0957617291880227
11,2023-04-01 11:00:00,2023-04,13,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.126362235566857
12,2023-04-01 12:00:00,2023-04,13,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0507989685639417
13,2023-04-01 13:00:00,2023-04,13,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0892472244998058
14,2023-04-01 14:00:00,2023-04,13,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1713376249321863
15,2023-04-01 15:00:00,2023-04,13,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.134280961129503
16,2023-04-01 16:00:00,2023-04,13,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0666750849083948
17,2023-04-01 17:00:00,2023-04,13,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1249399624017257
18,2023-04-01 18:00:00,2023-04,13,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.15469893778074
19,2023-04-01 19:00:00,2023-04,13,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0953792566595645
20,2023-04-01 20:00:00,2023-04,13,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0378963363965421
21,2023-04-01 21:00:00,2023-04,13,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0914319922234077
22,2023-04-01 22:00:00,2023-04,13,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1484053809730016
23,2023-04-01 23:00:00,2023-04,13,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0370668218081322
24,2023-04-02 00:00:00,2023-04,13,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0446796964580584
25,2023-04-02 01:00:00,2023-04,13,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0814078572605077
26,2023-04-02 02:00:00,2023-04,13,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0438211507935529
27,2023-04-02 03:00:00,2023-04,13,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0722247816608492
28,2023-04-02 04:00:00,2023-04,13,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.048854321325511
29,2023-04-02 05:00:00,2023-04,13,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0429472863729344
30,2023-04-02 06:00:00,2023-04,13,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0614791145057076
31,2023-04-02 07:00:00,2023-04,13,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0506603321449258
32,2023-04-02 08:00:00,2023-04,13,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0559846179498707
33,2023-04-02 09:00:00,2023-04,13,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1243111467106718
34,2023-04-02 10:00:00,2023-04,13,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2502511849010529
35,2023-04-02 11:00:00,2023-04,13,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1205146487203646
36,2023-04-02 12:00:00,2023-04,13,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1809383723384069
37,2023-04-02 13:00:00,2023-04,13,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0642464623334192
38,2023-04-02 14:00:00,2023-04,13,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0867208741828591
39,2023-04-02 15:00:00,2023-04,13,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0402332656857368
40,2023-04-02 16:00:00,2023-04,13,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0501757975804994
41,2023-04-02 17:00:00,2023-04,13,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0521703088034909
42,2023-04-02 18:00:00,2023-04,13,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0228866463505879
43,2023-04-02 19:00:00,2023-04,13,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0403850635481886
44,2023-04-02 20:00:00,2023-04,13,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0347770414185891
45,2023-04-02 21:00:00,2023-04,13,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1587459769930641
46,2023-04-02 22:00:00,2023-04,13,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1522025844690541
47,2023-04-02 23:00:00,2023-04,13,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.7143810956839471
48,2023-04-03 00:00:00,2023-04,14,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.2218394277029154
49,2023-04-03 01:00:00,2023-04,14,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3132025110535581
50,2023-04-03 02:00:00,2023-04,14,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0656602999560751
51,2023-04-03 03:00:00,2023-04,14,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1616997189528219
52,2023-04-03 04:00:00,2023-04,14,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0649131444737125
53,2023-04-03 05:00:00,2023-04,14,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1132183671195364
54,2023-04-03 06:00:00,2023-04,14,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1651470186185185
55,2023-04-03 07:00:00,2023-04,14,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.715758380641946
56,2023-04-03 08:00:00,2023-04,14,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.4255048317632903
57,2023-04-03 09:00:00,2023-04,14,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.321775998746899
58,2023-04-03 10:00:00,2023-04,14,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2796151466798178
59,2023-04-03 11:00:00,2023-04,14,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.5936315324279245
60,2023-04-03 12:00:00,2023-04,14,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2406900445675263
61,2023-04-03 13:00:00,2023-04,14,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2535945253565163
62,2023-04-03 14:00:00,2023-04,14,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3045068407734465
63,2023-04-03 15:00:00,2023-04,14,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1795497864039002
64,2023-04-03 16:00:00,2023-04,14,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3416523793540809
65,2023-04-03 17:00:00,2023-04,14,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0799799890721664
66,2023-04-03 18:00:00,2023-04,14,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1123680622141301
67,2023-04-03 19:00:00,2023-04,14,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.196596909101982
68,2023-04-03 20:00:00,2023-04,14,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.280385129894411
69,2023-04-03 21:00:00,2023-04,14,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.6417515883780844
70,2023-04-03 22:00:00,2023-04,14,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3143117980165864
71,2023-04-03 23:00:00,2023-04,14,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.4903803335827949
72,2023-04-04 00:00:00,2023-04,14,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.5084948473849172
73,2023-04-04 01:00:00,2023-04,14,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.4546455159147879
74,2023-04-04 02:00:00,2023-04,14,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1610059506845421
75,2023-04-04 03:00:00,2023-04,14,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0507707931005771
76,2023-04-04 04:00:00,2023-04,14,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0803411832898353
77,2023-04-04 05:00:00,2023-04,14,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0363928150132774
78,2023-04-04 06:00:00,2023-04,14,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1388413956377961
79,2023-04-04 07:00:00,2023-04,14,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.6673494075955393
80,2023-04-04 08:00:00,2023-04,14,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.6962364347339299
81,2023-04-04 09:00:00,2023-04,14,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.2993162222223815
82,2023-04-04 10:00:00,2023-04,14,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2924849503122255
83,2023-04-04 11:00:00,2023-04,14,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1903978129371548
84,2023-04-04 12:00:00,2023-04,14,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2588500076793006
85,2023-04-04 13:00:00,2023-04,14,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3337346520858587
86,2023-04-04 14:00:00,2023-04,14,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.4539706796480781
87,2023-04-04 15:00:00,2023-04,14,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1513705055673963
88,2023-04-04 16:00:00,2023-04,14,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1303223338934509
89,2023-04-04 17:00:00,2023-04,14,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1433824820797963
90,2023-04-04 18:00:00,2023-04,14,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1170544960109815
91,2023-04-04 19:00:00,2023-04,14,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.9401875076080362
92,2023-04-04 20:00:00,2023-04,14,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.7647042709257361
93,2023-04-04 21:00:00,2023-04,14,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1589833874913294
94,2023-04-04 22:00:00,2023-04,14,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.695006338057903
95,2023-04-04 23:00:00,2023-04,14,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.7060734323855495
96,2023-04-05 00:00:00,2023-04,14,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.698655487995309
97,2023-04-05 01:00:00,2023-04,14,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1341943070501643
98,2023-04-05 02:00:00,2023-04,14,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0871002741263143
99,2023-04-05 03:00:00,2023-04,14,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0527529889211302
100,2023-04-05 04:00:00,2023-04,14,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0321643585483901
101,2023-04-05 05:00:00,2023-04,14,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0488956233028819
102,2023-04-05 06:00:00,2023-04,14,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.041195920977472
103,2023-04-05 07:00:00,2023-04,14,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.5906482786710485
104,2023-04-05 08:00:00,2023-04,14,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.6606846112799157
105,2023-04-05 09:00:00,2023-04,14,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.0283912122188903
106,2023-04-05 10:00:00,2023-04,14,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.5482128437991686
107,2023-04-05 11:00:00,2023-04,14,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.545499224608872
108,2023-04-05 12:00:00,2023-04,14,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1991634138380165
109,2023-04-05 13:00:00,2023-04,14,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1536040098901903
110,2023-04-05 14:00:00,2023-04,14,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1649084672343038
111,2023-04-05 15:00:00,2023-04,14,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1308719765354399
112,2023-04-05 16:00:00,2023-04,14,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.120298825216946
113,2023-04-05 17:00:00,2023-04,14,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0898375889462738
114,2023-04-05 18:00:00,2023-04,14,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.7826713038253897
115,2023-04-05 19:00:00,2023-04,14,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.9214677519306034
116,2023-04-05 20:00:00,2023-04,14,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1100216527750067
117,2023-04-05 21:00:00,2023-04,14,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2585972854946201
118,2023-04-05 22:00:00,2023-04,14,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.766078876189932
119,2023-04-05 23:00:00,2023-04,14,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.9782080963972376
120,2023-04-06 00:00:00,2023-04,14,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.9800544125262648
121,2023-04-06 01:00:00,2023-04,14,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.4480169911325266
122,2023-04-06 02:00:00,2023-04,14,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0972042560971984
123,2023-04-06 03:00:00,2023-04,14,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0720731125565601
124,2023-04-06 04:00:00,2023-04,14,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0442526670770542
125,2023-04-06 05:00:00,2023-04,14,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1000060358641228
126,2023-04-06 06:00:00,2023-04,14,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1100762973864467
127,2023-04-06 07:00:00,2023-04,14,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.016999179077491
128,2023-04-06 08:00:00,2023-04,14,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.0827960228828315
129,2023-04-06 09:00:00,2023-04,14,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,2.0988073201584925
130,2023-04-06 10:00:00,2023-04,14,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,2.466258122918148
131,2023-04-06 11:00:00,2023-04,14,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.4697412235368494
132,2023-04-06 12:00:00,2023-04,14,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3883201276411846
133,2023-04-06 13:00:00,2023-04,14,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1894562681775181
134,2023-04-06 14:00:00,2023-04,14,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.4082141798834962
135,2023-04-06 15:00:00,2023-04,14,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3857172731278972
136,2023-04-06 16:00:00,2023-04,14,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1954050772761338
137,2023-04-06 17:00:00,2023-04,14,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2294846952376978
138,2023-04-06 18:00:00,2023-04,14,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.12998215330756
139,2023-04-06 19:00:00,2023-04,14,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.8714698383496421
140,2023-04-06 20:00:00,2023-04,14,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1369167908851003
141,2023-04-06 21:00:00,2023-04,14,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3954530209007465
142,2023-04-06 22:00:00,2023-04,14,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.6039771768516607
143,2023-04-06 23:00:00,2023-04,14,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1918302728254695
144,2023-04-07 00:00:00,2023-04,14,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0774520757687142
145,2023-04-07 01:00:00,2023-04,14,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0598478279398884
146,2023-04-07 02:00:00,2023-04,14,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1157772594939129
147,2023-04-07 03:00:00,2023-04,14,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0631534512489271
148,2023-04-07 04:00:00,2023-04,14,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0875449303936718
149,2023-04-07 05:00:00,2023-04,14,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0406921369882859
150,2023-04-07 06:00:00,2023-04,14,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0673940613963543
151,2023-04-07 07:00:00,2023-04,14,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0736544616091963
152,2023-04-07 08:00:00,2023-04,14,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1131035706755176
153,2023-04-07 09:00:00,2023-04,14,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0216750938407499
154,2023-04-07 10:00:00,2023-04,14,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0359800725336761
155,2023-04-07 11:00:00,2023-04,14,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0760693409645907
156,2023-04-07 12:00:00,2023-04,14,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0309245088226214
157,2023-04-07 13:00:00,2023-04,14,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0183972048701803
158,2023-04-07 14:00:00,2023-04,14,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1276715517731162
159,2023-04-07 15:00:00,2023-04,14,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0690930375047383
160,2023-04-07 16:00:00,2023-04,14,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0664886819019673
161,2023-04-07 17:00:00,2023-04,14,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1013144708188732
162,2023-04-07 18:00:00,2023-04,14,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0598640443112506
163,2023-04-07 19:00:00,2023-04,14,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0480093340565905
164,2023-04-07 20:00:00,2023-04,14,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0843015734012744
165,2023-04-07 21:00:00,2023-04,14,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1227335907329631
166,2023-04-07 22:00:00,2023-04,14,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0910473917086693
167,2023-04-07 23:00:00,2023-04,14,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1055256348895708
168,2023-04-08 00:00:00,2023-04,14,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0149316971705215
169,2023-04-08 01:00:00,2023-04,14,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0131650039814043
170,2023-04-08 02:00:00,2023-04,14,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0059270414144652
171,2023-04-08 03:00:00,2023-04,14,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0251165799749738
172,2023-04-08 04:00:00,2023-04,14,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0542882862568998
173,2023-04-08 05:00:00,2023-04,14,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0196162762845604
174,2023-04-08 06:00:00,2023-04,14,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0605501497565279
175,2023-04-08 07:00:00,2023-04,14,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0578348090717362
176,2023-04-08 08:00:00,2023-04,14,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0851984926750574
177,2023-04-08 09:00:00,2023-04,14,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0797937414261325
178,2023-04-08 10:00:00,2023-04,14,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1234367049920982
179,2023-04-08 11:00:00,2023-04,14,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0299279970359876
180,2023-04-08 12:00:00,2023-04,14,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0139779698309405
181,2023-04-08 13:00:00,2023-04,14,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0234333025986554
182,2023-04-08 14:00:00,2023-04,14,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0974973956041714
183,2023-04-08 15:00:00,2023-04,14,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0925394514580225
184,2023-04-08 16:00:00,2023-04,14,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0803535317258181
185,2023-04-08 17:00:00,2023-04,14,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0262960251539262
186,2023-04-08 18:00:00,2023-04,14,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0890651080906186
187,2023-04-08 19:00:00,2023-04,14,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1277236627823926
188,2023-04-08 20:00:00,2023-04,14,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0458284509854082
189,2023-04-08 21:00:00,2023-04,14,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0492527306194347
190,2023-04-08 22:00:00,2023-04,14,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0009193791548459
191,2023-04-08 23:00:00,2023-04,14,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0805050940765477
192,2023-04-09 00:00:00,2023-04,14,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0073246980162451
193,2023-04-09 01:00:00,2023-04,14,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0682463837395681
194,2023-04-09 02:00:00,2023-04,14,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0601483755058225
195,2023-04-09 03:00:00,2023-04,14,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0498064177509075
196,2023-04-09 04:00:00,2023-04,14,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0087779054420507
197,2023-04-09 05:00:00,2023-04,14,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0881864896328326
198,2023-04-09 06:00:00,2023-04,14,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0607049873412945
199,2023-04-09 07:00:00,2023-04,14,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0673342502319102
200,2023-04-09 08:00:00,2023-04,14,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.07804547527407
201,2023-04-09 09:00:00,2023-04,14,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1777942485949359
202,2023-04-09 10:00:00,2023-04,14,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1287008291408701
203,2023-04-09 11:00:00,2023-04,14,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1130817747658485
204,2023-04-09 12:00:00,2023-04,14,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1025728830445036
205,2023-04-09 13:00:00,2023-04,14,13,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0669656143968689
206,2023-04-09 14:00:00,2023-04,14,14,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0779096703652789
207,2023-04-09 15:00:00,2023-04,14,15,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0422365952583609
208,2023-04-09 16:00:00,2023-04,14,16,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0724272401708891
209,2023-04-09 17:00:00,2023-04,14,17,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0388316768440932
210,2023-04-09 18:00:00,2023-04,14,18,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0393906272091104
211,2023-04-09 19:00:00,2023-04,14,19,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.057081610041678
212,2023-04-09 20:00:00,2023-04,14,20,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0940900827548787
213,2023-04-09 21:00:00,2023-04,14,21,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.032628260688963
214,2023-04-09 22:00:00,2023-04,14,22,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.3783150079612665
215,2023-04-09 23:00:00,2023-04,14,23,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.5771823182865609
216,2023-04-10 00:00:00,2023-04,15,00,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.6917068216424779
217,2023-04-10 01:00:00,2023-04,15,01,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.1608639679291817
218,2023-04-10 02:00:00,2023-04,15,02,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0049283933159063
219,2023-04-10 03:00:00,2023-04,15,03,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0371085124645508
220,2023-04-10 04:00:00,2023-04,15,04,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0144854971154077
221,2023-04-10 05:00:00,2023-04,15,05,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.0518898242938957
222,2023-04-10 06:00:00,2023-04,15,06,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.2873590582948097
223,2023-04-10 07:00:00,2023-04,15,07,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.0492692290869416
224,2023-04-10 08:00:00,2023-04,15,08,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.9122945930902908
225,2023-04-10 09:00:00,2023-04,15,09,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.0474984945281454
226,2023-04-10 10:00:00,2023-04,15,10,A7Rf,dsta_blk-900-water,8484.6,Admin Office,1.4611867941453682
227,2023-04-10 11:00:00,2023-04,15,11,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.5642537965926572
228,2023-04-10 12:00:00,2023-04,15,12,A7Rf,dsta_blk-900-water,8484.6,Admin Office,0.52110914862837
